customer_id,event_datetime,event_name,product_id,page_name,event_duration,is_scroll,app_version
1,2024-11-29 10:00:40.144311,add_to_cart,P6964,Cart Page,23.05,True,v3.7.4
1,2024-11-29 19:34:55.144311,login,,Home,200.19,True,v3.7.4
1,2024-12-01 10:30:51.144311,login,,Cart Page,119.87,True,v3.7.4
1,2024-12-07 05:47:01.144311,login,,Product Page,184.51,False,v3.7.4
1,2024-12-07 17:36:19.144311,login,,Product Page,174.46,False,v3.7.4
1,2024-12-11 22:07:11.144311,product_view,P6408,Checkout Page,286.16,False,v3.7.4
1,2024-12-12 16:12:17.144311,login,,Cart Page,259.41,True,v3.7.4
1,2024-12-14 05:48:07.144311,add_to_cart,P9199,Home,220.75,True,v3.7.4
1,2024-12-15 09:46:11.144311,product_view,P6539,Product Page,228.84,True,v3.7.4
1,2024-12-19 23:15:22.144311,product_view,P6125,Product Page,117.79,True,v3.7.4
1,2024-12-20 20:07:07.144311,wishlist,P8595,Home,161.0,False,v3.7.4
1,2024-12-22 04:22:33.144311,product_view,P3977,Checkout Page,200.0,True,v3.7.4
1,2024-12-26 13:23:42.144311,product_view,P8689,Cart Page,261.56,False,v3.7.4
1,2024-12-27 00:02:48.144311,product_view,P2064,Home,16.88,True,v3.7.4
1,2024-12-27 19:20:28.144311,product_view,P4166,Checkout Page,272.3,True,v3.7.4
1,2024-12-29 18:41:24.144311,buy_button_click,P5833,Product Page,239.55,False,v3.7.4
1,2024-12-30 07:16:15.144311,product_view,P2281,Home,179.47,False,v3.7.4
1,2024-12-31 19:43:11.144311,wishlist,P9709,Cart Page,111.84,False,v3.7.4
1,2025-01-11 03:09:16.144311,add_to_cart,P5482,Checkout Page,91.23,True,v3.7.4
1,2025-01-11 09:09:29.144311,wishlist,P7643,Home,279.72,False,v3.7.4
1,2025-01-11 20:43:48.144311,buy_button_click,P1753,Home,287.94,False,v3.7.4
1,2025-01-11 23:46:39.144311,login,,Product Page,226.09,False,v3.7.4
1,2025-01-15 06:39:12.144311,product_view,P8289,Checkout Page,268.67,True,v3.7.4
1,2025-01-17 06:23:48.144311,product_view,P5288,Cart Page,143.4,False,v3.7.4
1,2025-01-19 04:29:37.144311,buy_button_click,P6761,Cart Page,248.6,True,v3.7.4
2,2024-11-26 06:09:03.144311,login,,Home,286.51,False,v2.5.8
2,2024-11-29 14:59:41.144311,add_to_cart,P1429,Home,275.06,True,v2.5.8
2,2024-12-03 00:15:59.144311,product_view,P6082,Home,233.12,True,v2.5.8
2,2024-12-05 07:00:37.144311,product_view,P3530,Product Page,73.14,True,v2.5.8
2,2024-12-10 10:36:44.144311,login,,Product Page,218.52,True,v2.5.8
2,2024-12-10 14:05:29.144311,login,,Home,234.98,True,v2.5.8
2,2024-12-13 10:30:03.144311,product_view,P3894,Checkout Page,269.0,True,v2.5.8
2,2024-12-13 21:54:45.144311,login,,Cart Page,121.2,True,v2.5.8
2,2024-12-15 20:52:42.144311,product_view,P2701,Home,291.44,True,v2.5.8
2,2024-12-25 07:11:32.144311,login,,Product Page,97.55,True,v2.5.8
2,2024-12-29 17:09:47.144311,wishlist,P5029,Product Page,82.43,True,v2.5.8
2,2024-12-31 00:22:31.144311,login,,Product Page,172.87,True,v2.5.8
2,2025-01-02 17:09:39.144311,product_view,P7707,Product Page,71.55,True,v2.5.8
2,2025-01-04 09:05:57.144311,login,,Checkout Page,39.34,False,v2.5.8
2,2025-01-07 20:09:42.144311,login,,Cart Page,260.7,True,v2.5.8
2,2025-01-09 02:11:31.144311,wishlist,P1700,Checkout Page,70.58,False,v2.5.8
2,2025-01-11 10:15:57.144311,buy_button_click,P3493,Checkout Page,108.73,False,v2.5.8
2,2025-01-12 01:23:12.144311,login,,Cart Page,169.73,True,v2.5.8
2,2025-01-13 07:12:39.144311,buy_button_click,P6378,Home,131.01,False,v2.5.8
2,2025-01-14 13:31:27.144311,product_view,P9633,Cart Page,188.63,True,v2.5.8
2,2025-01-15 05:12:46.144311,login,,Cart Page,284.39,False,v2.5.8
2,2025-01-16 06:56:38.144311,product_view,P4079,Checkout Page,297.11,True,v2.5.8
2,2025-01-16 18:30:46.144311,login,,Home,132.51,True,v2.5.8
2,2025-01-19 19:34:51.144311,product_view,P3996,Checkout Page,214.56,False,v2.5.8
2,2025-01-22 19:06:42.144311,add_to_cart,P9493,Product Page,251.03,False,v2.5.8
2,2025-01-26 18:52:29.144311,login,,Checkout Page,222.32,True,v2.5.8
2,2025-01-30 11:50:33.144311,product_view,P9277,Product Page,23.2,True,v2.5.8
2,2025-02-07 09:35:00.144311,product_view,P5782,Product Page,72.01,True,v2.5.8
2,2025-02-08 19:11:05.144311,product_view,P3291,Home,182.06,False,v2.5.8
2,2025-02-09 04:30:45.144311,wishlist,P1038,Cart Page,228.94,False,v2.5.8
2,2025-02-13 10:00:23.144311,login,,Cart Page,285.97,True,v2.5.8
2,2025-02-17 00:39:16.144311,add_to_cart,P2790,Home,251.11,True,v2.5.8
2,2025-02-21 05:30:07.144311,wishlist,P7724,Product Page,85.56,True,v2.5.8
2,2025-02-22 14:26:30.144311,buy_button_click,P8222,Product Page,92.53,False,v2.5.8
3,2024-10-30 16:42:48.144311,product_view,P4851,Home,83.62,True,v3.6.4
3,2024-11-02 08:09:01.144311,add_to_cart,P9988,Product Page,282.39,True,v3.6.4
3,2024-11-02 09:44:00.144311,buy_button_click,P9499,Product Page,250.24,True,v3.6.4
3,2024-11-02 11:35:39.144311,product_view,P3059,Cart Page,112.12,True,v3.6.4
3,2024-11-07 01:16:20.144311,wishlist,P7995,Checkout Page,98.48,True,v3.6.4
3,2024-11-07 05:32:19.144311,wishlist,P3773,Checkout Page,37.23,False,v3.6.4
3,2024-11-07 07:29:51.144311,product_view,P3731,Product Page,29.69,False,v3.6.4
3,2024-11-07 20:38:12.144311,product_view,P2374,Checkout Page,123.81,False,v3.6.4
3,2024-11-09 03:04:41.144311,product_view,P1594,Product Page,88.29,False,v3.6.4
3,2024-11-12 05:55:08.144311,product_view,P9486,Checkout Page,130.25,True,v3.6.4
3,2024-11-14 04:57:58.144311,login,,Cart Page,221.24,True,v3.6.4
3,2024-11-16 12:05:33.144311,login,,Home,30.92,True,v3.6.4
3,2024-11-19 23:47:14.144311,product_view,P2332,Home,259.49,True,v3.6.4
3,2024-11-20 16:34:33.144311,product_view,P8518,Cart Page,124.04,False,v3.6.4
3,2024-11-21 04:38:14.144311,buy_button_click,P4065,Checkout Page,214.07,False,v3.6.4
3,2024-11-21 07:46:57.144311,product_view,P9565,Product Page,151.18,False,v3.6.4
3,2024-11-21 18:15:15.144311,login,,Cart Page,115.82,False,v3.6.4
3,2024-11-22 02:42:33.144311,wishlist,P7212,Cart Page,155.47,True,v3.6.4
3,2024-11-23 21:06:57.144311,product_view,P2401,Product Page,37.62,False,v3.6.4
3,2024-11-25 08:26:33.144311,product_view,P2718,Product Page,279.68,True,v3.6.4
3,2024-11-25 10:46:37.144311,buy_button_click,P8284,Home,276.91,False,v3.6.4
3,2024-12-01 13:17:15.144311,product_view,P1648,Checkout Page,203.26,True,v3.6.4
3,2024-12-01 22:43:31.144311,add_to_cart,P5150,Product Page,138.35,True,v3.6.4
3,2024-12-02 06:47:31.144311,product_view,P8068,Home,137.45,False,v3.6.4
3,2024-12-04 12:00:48.144311,buy_button_click,P5686,Cart Page,197.82,False,v3.6.4
3,2024-12-05 07:45:32.144311,product_view,P4854,Cart Page,227.54,False,v3.6.4
3,2024-12-07 04:58:09.144311,product_view,P7834,Product Page,109.09,False,v3.6.4
3,2024-12-12 23:45:26.144311,login,,Home,132.07,False,v3.6.4
3,2024-12-13 11:32:48.144311,login,,Product Page,299.8,True,v3.6.4
3,2024-12-17 17:52:38.144311,wishlist,P7387,Product Page,229.51,True,v3.6.4
3,2024-12-19 05:08:34.144311,login,,Cart Page,132.45,False,v3.6.4
3,2024-12-19 17:37:24.144311,add_to_cart,P2161,Home,166.37,True,v3.6.4
3,2024-12-22 08:06:38.144311,add_to_cart,P7246,Cart Page,99.42,False,v3.6.4
3,2024-12-23 01:28:29.144311,buy_button_click,P1914,Home,55.09,True,v3.6.4
3,2024-12-26 04:22:57.144311,product_view,P6153,Cart Page,135.96,False,v3.6.4
3,2024-12-29 01:29:50.144311,product_view,P7953,Checkout Page,125.11,True,v3.6.4
3,2024-12-30 03:01:19.144311,product_view,P9461,Checkout Page,272.0,True,v3.6.4
3,2025-01-01 05:12:58.144311,wishlist,P7180,Product Page,61.6,False,v3.6.4
3,2025-01-02 09:14:14.144311,login,,Product Page,49.72,True,v3.6.4
3,2025-01-02 20:38:51.144311,product_view,P7651,Home,183.01,False,v3.6.4
3,2025-01-04 02:21:58.144311,wishlist,P7153,Product Page,238.49,False,v3.6.4
3,2025-01-05 16:45:34.144311,product_view,P6458,Checkout Page,166.72,True,v3.6.4
3,2025-01-11 01:29:09.144311,login,,Home,132.76,False,v3.6.4
3,2025-01-13 14:31:31.144311,add_to_cart,P1386,Cart Page,281.44,False,v3.6.4
3,2025-01-15 02:11:52.144311,buy_button_click,P8121,Home,246.16,False,v3.6.4
3,2025-01-15 23:20:45.144311,add_to_cart,P5177,Checkout Page,118.12,True,v3.6.4
3,2025-01-18 11:01:32.144311,product_view,P3693,Checkout Page,123.48,False,v3.6.4
3,2025-01-19 06:42:31.144311,add_to_cart,P8366,Home,228.63,True,v3.6.4
4,2025-01-20 07:49:46.144311,product_view,P3197,Checkout Page,146.46,True,v1.7.2
4,2025-02-17 16:56:46.144311,login,,Home,118.59,False,v1.7.2
4,2025-02-26 01:36:04.144311,buy_button_click,P9990,Cart Page,30.88,True,v1.7.2
4,2025-02-26 04:42:18.144311,login,,Cart Page,116.38,True,v1.7.2
5,2025-01-14 08:46:27.144311,add_to_cart,P9102,Product Page,26.05,True,v2.3.7
5,2025-01-19 00:57:34.144311,buy_button_click,P7558,Cart Page,167.77,True,v2.3.7
5,2025-02-20 03:18:48.144311,product_view,P7229,Checkout Page,279.0,False,v2.3.7
5,2025-03-06 00:32:56.144311,product_view,P6049,Home,41.2,False,v2.3.7
5,2025-03-10 10:34:30.144311,login,,Product Page,99.3,True,v2.3.7
5,2025-03-12 01:20:31.144311,product_view,P5507,Checkout Page,177.21,False,v2.3.7
6,2024-11-02 01:18:25.144311,product_view,P1468,Product Page,137.56,False,v3.0.8
6,2024-11-04 18:11:08.144311,login,,Home,47.62,True,v3.0.8
6,2024-11-10 22:24:29.144311,login,,Home,244.81,False,v3.0.8
6,2024-11-16 08:19:41.144311,product_view,P9699,Checkout Page,299.04,True,v3.0.8
6,2024-11-16 23:06:35.144311,wishlist,P5923,Cart Page,274.57,False,v3.0.8
6,2024-11-24 17:24:05.144311,wishlist,P2074,Checkout Page,132.36,False,v3.0.8
6,2024-11-28 04:54:53.144311,product_view,P4526,Product Page,169.3,True,v3.0.8
6,2024-11-28 11:25:06.144311,product_view,P8077,Cart Page,298.36,False,v3.0.8
6,2024-12-03 13:51:44.144311,product_view,P5908,Checkout Page,222.34,True,v3.0.8
6,2024-12-05 06:37:23.144311,login,,Checkout Page,208.42,False,v3.0.8
6,2024-12-06 22:23:13.144311,login,,Cart Page,286.98,True,v3.0.8
6,2024-12-08 04:53:35.144311,login,,Checkout Page,278.76,True,v3.0.8
6,2024-12-15 22:02:00.144311,login,,Product Page,197.78,True,v3.0.8
6,2024-12-16 19:00:11.144311,product_view,P9754,Checkout Page,250.75,True,v3.0.8
6,2024-12-24 01:31:42.144311,login,,Cart Page,224.81,False,v3.0.8
6,2024-12-28 01:55:21.144311,product_view,P2196,Cart Page,285.59,True,v3.0.8
6,2024-12-28 03:00:32.144311,product_view,P5065,Product Page,55.83,True,v3.0.8
6,2025-01-08 17:20:49.144311,login,,Home,299.63,True,v3.0.8
6,2025-01-08 21:40:41.144311,add_to_cart,P8490,Checkout Page,173.78,False,v3.0.8
6,2025-01-09 02:38:07.144311,login,,Product Page,49.62,True,v3.0.8
6,2025-01-11 23:04:40.144311,product_view,P9366,Product Page,283.56,False,v3.0.8
6,2025-01-15 15:47:44.144311,product_view,P2473,Product Page,157.99,True,v3.0.8
6,2025-01-17 22:26:25.144311,wishlist,P9728,Checkout Page,279.1,True,v3.0.8
6,2025-01-21 12:47:16.144311,login,,Product Page,22.87,True,v3.0.8
6,2025-01-21 15:50:26.144311,product_view,P1600,Home,53.45,False,v3.0.8
6,2025-01-27 21:41:58.144311,login,,Cart Page,278.52,True,v3.0.8
6,2025-01-28 09:48:57.144311,login,,Cart Page,160.29,True,v3.0.8
7,2024-12-20 14:46:02.144311,product_view,P8705,Cart Page,24.19,False,v3.8.6
7,2024-12-21 01:13:24.144311,wishlist,P8531,Cart Page,92.34,True,v3.8.6
7,2024-12-22 02:31:57.144311,buy_button_click,P8559,Cart Page,112.68,True,v3.8.6
7,2024-12-24 18:47:01.144311,product_view,P5670,Checkout Page,189.69,True,v3.8.6
7,2024-12-27 22:54:33.144311,product_view,P3940,Checkout Page,235.16,False,v3.8.6
7,2024-12-29 10:15:24.144311,product_view,P7731,Checkout Page,145.97,True,v3.8.6
7,2024-12-30 13:34:10.144311,login,,Cart Page,137.63,False,v3.8.6
7,2024-12-31 07:16:15.144311,product_view,P3995,Product Page,211.5,False,v3.8.6
7,2025-01-05 19:20:59.144311,add_to_cart,P4300,Checkout Page,220.97,False,v3.8.6
7,2025-01-11 05:57:26.144311,product_view,P7189,Product Page,82.03,False,v3.8.6
7,2025-01-14 03:32:07.144311,login,,Checkout Page,290.25,True,v3.8.6
7,2025-01-15 15:32:27.144311,wishlist,P7218,Checkout Page,265.75,False,v3.8.6
7,2025-01-17 02:52:35.144311,product_view,P1012,Checkout Page,161.93,False,v3.8.6
7,2025-01-19 10:26:05.144311,wishlist,P9125,Checkout Page,35.21,True,v3.8.6
7,2025-01-22 11:09:34.144311,product_view,P1454,Product Page,53.6,True,v3.8.6
7,2025-01-25 04:36:08.144311,login,,Checkout Page,173.29,True,v3.8.6
7,2025-01-25 15:23:25.144311,buy_button_click,P5355,Product Page,38.86,True,v3.8.6
7,2025-01-27 01:58:22.144311,login,,Checkout Page,257.71,True,v3.8.6
7,2025-01-31 22:57:02.144311,product_view,P5787,Checkout Page,245.85,True,v3.8.6
7,2025-02-06 02:22:11.144311,wishlist,P6543,Cart Page,85.37,False,v3.8.6
7,2025-02-06 17:56:53.144311,product_view,P9303,Cart Page,60.6,True,v3.8.6
7,2025-02-12 05:48:23.144311,login,,Cart Page,281.35,True,v3.8.6
7,2025-02-12 21:57:37.144311,buy_button_click,P9420,Checkout Page,172.29,True,v3.8.6
7,2025-02-14 19:13:51.144311,product_view,P7472,Home,254.65,False,v3.8.6
7,2025-02-18 06:02:30.144311,add_to_cart,P4220,Checkout Page,140.86,False,v3.8.6
7,2025-02-20 22:44:47.144311,buy_button_click,P7175,Checkout Page,43.41,False,v3.8.6
7,2025-02-23 19:50:59.144311,product_view,P4865,Product Page,86.93,True,v3.8.6
7,2025-03-01 13:30:45.144311,login,,Home,273.63,True,v3.8.6
7,2025-03-03 06:16:38.144311,login,,Home,37.77,True,v3.8.6
7,2025-03-10 10:18:40.144311,product_view,P2825,Cart Page,204.03,True,v3.8.6
7,2025-03-12 18:41:51.144311,login,,Checkout Page,39.68,True,v3.8.6
7,2025-03-13 17:46:33.144311,add_to_cart,P3665,Product Page,276.26,True,v3.8.6
7,2025-03-14 01:53:28.144311,product_view,P8159,Checkout Page,52.98,False,v3.8.6
7,2025-03-14 02:11:34.144311,add_to_cart,P9339,Checkout Page,122.42,True,v3.8.6
8,2024-10-28 01:43:37.144311,buy_button_click,P6918,Product Page,18.41,True,v1.2.4
8,2024-10-28 23:42:02.144311,login,,Checkout Page,213.77,False,v1.2.4
8,2024-10-29 12:30:05.144311,add_to_cart,P1458,Product Page,96.23,True,v1.2.4
8,2024-10-30 07:03:03.144311,buy_button_click,P2343,Cart Page,167.06,False,v1.2.4
8,2024-11-01 23:56:47.144311,login,,Home,56.49,False,v1.2.4
8,2024-11-12 15:59:22.144311,login,,Home,131.58,True,v1.2.4
8,2024-11-17 21:30:03.144311,product_view,P1934,Cart Page,76.49,True,v1.2.4
8,2024-11-19 14:03:23.144311,add_to_cart,P3589,Checkout Page,66.61,True,v1.2.4
8,2024-11-24 10:10:24.144311,buy_button_click,P1248,Product Page,52.18,True,v1.2.4
8,2024-11-25 12:03:35.144311,add_to_cart,P8694,Home,263.67,False,v1.2.4
8,2024-11-26 02:15:59.144311,product_view,P1938,Cart Page,12.12,False,v1.2.4
8,2024-11-29 09:24:42.144311,product_view,P3234,Checkout Page,238.96,False,v1.2.4
8,2024-11-30 13:55:51.144311,add_to_cart,P6758,Home,292.4,True,v1.2.4
8,2024-12-02 14:50:57.144311,product_view,P9893,Product Page,219.35,False,v1.2.4
8,2024-12-17 20:09:31.144311,product_view,P9985,Cart Page,171.51,False,v1.2.4
8,2024-12-25 07:57:12.144311,product_view,P9586,Home,258.88,False,v1.2.4
8,2025-01-01 18:15:30.144311,login,,Cart Page,10.63,True,v1.2.4
8,2025-01-04 05:59:56.144311,wishlist,P8643,Home,49.65,True,v1.2.4
8,2025-01-08 05:38:29.144311,wishlist,P4857,Checkout Page,67.15,True,v1.2.4
8,2025-01-17 16:44:18.144311,product_view,P4656,Cart Page,279.52,False,v1.2.4
8,2025-01-19 22:55:44.144311,product_view,P7704,Home,205.36,True,v1.2.4
8,2025-01-21 06:25:43.144311,buy_button_click,P2505,Checkout Page,137.44,True,v1.2.4
9,2024-12-12 01:08:14.144311,product_view,P5723,Home,186.98,False,v2.2.6
9,2024-12-15 06:01:24.144311,login,,Cart Page,259.24,True,v2.2.6
9,2024-12-17 18:02:08.144311,buy_button_click,P8980,Cart Page,128.29,True,v2.2.6
9,2024-12-18 08:27:39.144311,login,,Home,255.81,True,v2.2.6
9,2024-12-21 19:41:47.144311,product_view,P7437,Home,103.45,False,v2.2.6
9,2024-12-22 04:22:52.144311,buy_button_click,P7243,Home,67.58,True,v2.2.6
9,2024-12-27 19:47:43.144311,product_view,P2767,Home,277.37,True,v2.2.6
9,2024-12-31 00:43:32.144311,product_view,P3021,Product Page,232.9,False,v2.2.6
9,2024-12-31 10:45:40.144311,product_view,P8512,Product Page,287.47,False,v2.2.6
9,2024-12-31 15:15:07.144311,login,,Product Page,240.19,True,v2.2.6
9,2025-01-01 22:39:44.144311,buy_button_click,P9707,Product Page,274.39,True,v2.2.6
9,2025-01-06 22:13:34.144311,product_view,P6166,Product Page,252.37,False,v2.2.6
9,2025-01-08 02:03:35.144311,login,,Cart Page,186.93,True,v2.2.6
9,2025-01-10 09:29:08.144311,login,,Product Page,290.99,False,v2.2.6
9,2025-01-12 00:29:01.144311,login,,Home,185.55,False,v2.2.6
9,2025-01-12 14:39:50.144311,product_view,P8494,Home,73.85,True,v2.2.6
9,2025-01-12 15:27:43.144311,product_view,P7659,Cart Page,93.34,True,v2.2.6
9,2025-01-14 21:42:42.144311,product_view,P1713,Home,224.11,True,v2.2.6
9,2025-01-15 22:54:01.144311,buy_button_click,P2549,Checkout Page,278.54,False,v2.2.6
9,2025-01-21 11:51:28.144311,buy_button_click,P9291,Cart Page,213.59,False,v2.2.6
9,2025-01-26 20:01:29.144311,login,,Home,102.63,True,v2.2.6
9,2025-01-29 07:57:11.144311,login,,Home,20.89,True,v2.2.6
9,2025-01-29 15:13:59.144311,add_to_cart,P3953,Product Page,252.01,False,v2.2.6
9,2025-01-30 18:40:34.144311,buy_button_click,P3163,Checkout Page,200.28,False,v2.2.6
9,2025-02-04 13:35:51.144311,buy_button_click,P1473,Cart Page,205.94,True,v2.2.6
9,2025-02-05 04:49:13.144311,login,,Home,38.64,True,v2.2.6
9,2025-02-06 05:11:14.144311,buy_button_click,P9201,Home,42.68,False,v2.2.6
9,2025-02-06 06:27:48.144311,login,,Cart Page,277.53,True,v2.2.6
9,2025-02-10 17:59:28.144311,product_view,P8017,Product Page,138.39,False,v2.2.6
9,2025-02-11 16:16:56.144311,product_view,P5928,Cart Page,115.55,False,v2.2.6
9,2025-02-21 00:38:36.144311,add_to_cart,P2513,Home,189.55,True,v2.2.6
9,2025-02-23 03:13:22.144311,product_view,P7609,Cart Page,71.8,True,v2.2.6
9,2025-02-27 00:14:51.144311,login,,Product Page,92.64,True,v2.2.6
9,2025-02-28 10:58:12.144311,product_view,P8973,Product Page,35.78,True,v2.2.6
9,2025-03-03 07:25:40.144311,login,,Product Page,185.95,False,v2.2.6
9,2025-03-09 12:03:17.144311,login,,Product Page,104.15,True,v2.2.6
9,2025-03-10 07:40:38.144311,wishlist,P9276,Product Page,157.97,True,v2.2.6
10,2025-01-30 06:58:36.144311,product_view,P8177,Product Page,238.43,True,v3.2.5
11,2024-09-27 00:37:11.144311,product_view,P7566,Cart Page,49.3,True,v2.8.3
11,2024-09-27 07:03:10.144311,buy_button_click,P3487,Product Page,141.01,False,v2.8.3
11,2024-09-28 05:38:42.144311,login,,Product Page,295.79,False,v2.8.3
11,2024-09-30 18:05:51.144311,add_to_cart,P7301,Product Page,117.01,True,v2.8.3
11,2024-10-03 07:23:09.144311,product_view,P7543,Cart Page,8.65,True,v2.8.3
11,2024-10-07 07:32:48.144311,login,,Home,101.52,True,v2.8.3
11,2024-10-08 12:19:58.144311,login,,Product Page,291.75,False,v2.8.3
11,2024-10-11 02:45:05.144311,wishlist,P4716,Cart Page,297.08,False,v2.8.3
11,2024-10-11 10:59:45.144311,wishlist,P5840,Home,230.68,True,v2.8.3
11,2024-10-14 08:44:24.144311,product_view,P5789,Checkout Page,139.2,True,v2.8.3
11,2024-10-14 14:52:34.144311,login,,Checkout Page,65.69,True,v2.8.3
11,2024-10-15 14:33:22.144311,product_view,P9594,Cart Page,40.52,False,v2.8.3
11,2024-10-17 02:55:56.144311,buy_button_click,P3499,Home,53.77,True,v2.8.3
11,2024-10-17 04:32:01.144311,login,,Cart Page,64.29,False,v2.8.3
11,2024-10-20 12:05:43.144311,login,,Home,266.53,False,v2.8.3
11,2024-10-20 13:28:54.144311,product_view,P2594,Product Page,244.55,False,v2.8.3
11,2024-10-23 09:16:47.144311,buy_button_click,P6892,Home,10.06,False,v2.8.3
11,2024-10-27 03:30:45.144311,add_to_cart,P6736,Checkout Page,141.83,False,v2.8.3
11,2024-10-29 00:42:46.144311,product_view,P3634,Checkout Page,119.8,True,v2.8.3
11,2024-10-30 05:14:17.144311,login,,Cart Page,149.42,False,v2.8.3
11,2024-10-30 07:34:40.144311,product_view,P7458,Product Page,164.46,True,v2.8.3
11,2024-10-31 09:41:09.144311,product_view,P1281,Product Page,107.87,True,v2.8.3
11,2024-11-01 10:10:19.144311,product_view,P5760,Product Page,205.66,True,v2.8.3
11,2024-11-03 13:45:04.144311,product_view,P8648,Cart Page,83.87,True,v2.8.3
11,2024-11-06 10:42:07.144311,product_view,P2895,Home,6.1,False,v2.8.3
11,2024-11-13 06:19:51.144311,product_view,P6546,Home,200.72,False,v2.8.3
11,2024-11-13 23:18:38.144311,login,,Product Page,273.57,False,v2.8.3
11,2024-11-16 02:57:51.144311,login,,Checkout Page,215.93,False,v2.8.3
11,2024-11-17 19:30:54.144311,wishlist,P9107,Home,106.07,False,v2.8.3
11,2024-11-21 02:33:20.144311,login,,Home,138.14,False,v2.8.3
11,2024-11-24 01:02:19.144311,login,,Checkout Page,62.25,True,v2.8.3
11,2024-11-26 09:48:57.144311,login,,Cart Page,268.73,False,v2.8.3
11,2024-11-26 13:43:56.144311,product_view,P4032,Checkout Page,142.46,True,v2.8.3
11,2024-11-29 13:56:45.144311,product_view,P4665,Product Page,62.42,True,v2.8.3
11,2024-12-09 09:05:00.144311,buy_button_click,P9770,Checkout Page,267.91,True,v2.8.3
11,2024-12-10 22:28:56.144311,login,,Checkout Page,19.81,False,v2.8.3
11,2024-12-11 08:35:34.144311,login,,Cart Page,40.74,False,v2.8.3
11,2024-12-14 04:38:45.144311,product_view,P8345,Checkout Page,170.13,False,v2.8.3
11,2024-12-24 12:02:54.144311,product_view,P9433,Product Page,77.11,False,v2.8.3
11,2024-12-25 23:13:01.144311,wishlist,P5960,Home,270.76,True,v2.8.3
11,2024-12-25 23:16:24.144311,buy_button_click,P6054,Cart Page,28.02,False,v2.8.3
12,2024-10-27 00:41:44.144311,product_view,P4680,Checkout Page,260.54,False,v3.5.7
12,2024-10-31 15:46:07.144311,product_view,P9479,Cart Page,52.72,True,v3.5.7
12,2024-10-31 21:55:03.144311,product_view,P2292,Cart Page,73.94,True,v3.5.7
12,2024-11-01 02:40:27.144311,wishlist,P8349,Cart Page,26.21,True,v3.5.7
12,2024-11-05 12:01:32.144311,product_view,P8902,Checkout Page,221.4,False,v3.5.7
12,2024-11-10 10:16:11.144311,login,,Product Page,100.66,False,v3.5.7
12,2024-11-17 18:25:23.144311,product_view,P4051,Cart Page,242.98,True,v3.5.7
12,2024-11-19 19:11:38.144311,login,,Product Page,82.01,True,v3.5.7
12,2024-11-22 21:25:56.144311,login,,Home,111.32,True,v3.5.7
12,2024-11-26 23:17:16.144311,product_view,P7811,Product Page,234.84,False,v3.5.7
12,2024-12-04 08:07:58.144311,product_view,P2017,Product Page,14.28,False,v3.5.7
12,2024-12-04 13:53:14.144311,product_view,P4452,Cart Page,91.68,True,v3.5.7
12,2024-12-05 07:13:00.144311,login,,Product Page,259.87,False,v3.5.7
12,2024-12-07 00:56:07.144311,add_to_cart,P6454,Checkout Page,31.33,True,v3.5.7
12,2024-12-07 21:06:20.144311,product_view,P5370,Product Page,34.82,True,v3.5.7
12,2024-12-10 16:16:59.144311,product_view,P5722,Checkout Page,174.85,False,v3.5.7
12,2024-12-16 05:19:56.144311,wishlist,P6970,Cart Page,124.19,True,v3.5.7
12,2024-12-16 20:18:12.144311,buy_button_click,P2445,Product Page,199.56,True,v3.5.7
